Título,Fecha,Formato,idTutor,Tutor,Instit_Tutor,idRevisor,Revisor,Instit_Revisor,Nota
La Filosofía en el marco de la educación formal: diálogos con la Psicología en contextos de encierro.,09/09/2015,Monografía,8906,Maria Ana Folle Chavannes,Instituto de Psicologìa Social,8741,Ana Luisa Hounie Gonzalez,Instituto de Psicología Clínica,12
PROCESO DE IMPLEMENTACIÓN DE LA LEY 19.122. AFRODESCENDIENTES. NORMAS PARA FAVORECER SU PARTICIPACIÓN EN LAS ÁREAS EDUCATIVA Y LABORAL,14/09/2015,Pre-proyecto de investigación,8935,Monica Elizabeth Olaza Lopez,Instituto de Fundamentos y Métodos en Psicología,8744,Ana Maria Araujo Felice,Instituto de Fundamentos y Métodos en Psicología,10
El sujeto envejecido y la consulta psicológica,15/09/2015,Monografía,8888,Lourdes Susana Salvo Sosa,Instituto de Psicología Clínica,8866,Julia Beatriz Tabo Vazquez,Instituto de Psicología Clínica,8
"En el cruce familia, educación y trabajo: ¿en qué medida influyen los procesos identificatorios del adolescente en su elección de desvincularse del sistema educativo e ingresar al mercado laboral?",15/09/2015,Pre-proyecto de investigación,8730,Alejandro Fabio Raggio Melognio,Instituto de Psicologìa Social,9001,Mabel Carolina Ruiz Barbot,Instituto de Fundamentos y Métodos en Psicología,10
Grupalidad y aprendizaje en una cooperativa social: una nueva mirada a la experiencia,15/09/2015,Artículo científico,8776,Clara Elizabeth Weisz Kohn,Instituto de Fundamentos y Métodos en Psicología,8895,Sylvia Norma Montañez Fierro,"Instituto de Psicología, Educación y Desarrollo Humano",8
Problemáticas vinculadas al aprendizaje: una mirada desde distintas perspectivas.,15/09/2015,Monografía,8806,Esther Haydee Angeriz Pampin,"Instituto de Psicología, Educación y Desarrollo Humano",8778,Claudia Lema Gleizer,"Instituto de Psicología, Educación y Desarrollo Humano",10
Aspectos de la sintomatología neuropsicológica que afectan la calidad de vida de las personas con el Síndrome de Asperger.,15/09/2015,Monografía,8991,Luis Sergio Dansilio De Simone,Instituto de Fundamentos y Métodos en Psicología,9240,Paola Segovia,Instituto de Psicología Clínica,12
"Los vacíos representacionales, las vivencias traumáticas y su posible elaboración. Una mirada psicoanalítica sobre el terrorismo de Estado.",15/09/2015,Monografía,8817,Flora Ana Singer Sztajnic,Instituto de Psicología Clínica,8953,Veronica Perez Horvath,Instituto de Psicología Clínica,10
LA FUNCÍÓN DEL ARTE. Una lectura desde el Psicoanálisis,15/09/2015,Monografía,8845,Irene Graciela Barros Vieitez,Instituto de Psicología Clínica,8965,Maria Nelly Rodriguez Ricciuto,Instituto de Psicología de la Salud,9
Importancia de la inclusión de la familia en el proceso de Rehabilitación Psicosocial de la Psicosis Esquizofrénica,15/09/2015,Monografía,8825,Gabriela Prieto Loureiro,Instituto de Psicología Clínica,8888,Lourdes Susana Salvo Sosa,Instituto de Psicología Clínica,8
Pensando el juego desde una perspectiva psicoanalítica,15/09/2015,Monografía,8801,Elika Capnikas Nemirovsky,Instituto de Psicología Clínica,8964,Maria Patricia Dominguez Perez,Instituto de Psicología de la Salud,10
Bullying homofóbico en el Sistema de Enseñanza Media en Montevideo: Estudio sobre las percepciones del profesorado,15/09/2015,Pre-proyecto de investigación,8728,Alejandra Lopez Gomez,Instituto de Psicología de la Salud,8915,Pablo Adrián López Gómez,Instituto de Psicología Clínica,12
El apego en niños institucionalizados menores a los 2 años Aportes a la intervención en instituciones de acogida permanente,15/09/2015,Monografía,9004,Veronica Silvia Cambon Mihalfi,"Instituto de Psicología, Educación y Desarrollo Humano",8778,Claudia Lema Gleizer,"Instituto de Psicología, Educación y Desarrollo Humano",12
"El uso del Inventario Comportamental Frontal (Frontal Behavioral Inventory, de Kertesz et al) en pacientes con Traumatismo encéfalo-craneano. Estudio piloto",15/09/2015,Artículo científico,8991,Luis Sergio Dansilio De Simone,Instituto de Fundamentos y Métodos en Psicología,8991,Luis Sergio Dansilio De Simone,Instituto de Fundamentos y Métodos en Psicología,8
La desfiguración onírica en el sueño,15/09/2015,Monografía,8978,Rosa Catalina Zytner Tessler,Instituto de Psicología Clínica,8953,Maria Nelly Rodriguez Ricciuto,Instituto de Psicología Clínica,12
Cuando el amor deviene instrumento: la transferencia psicoanalítica.,15/09/2015,Monografía,9240,Veronica Perez Horvath,Instituto de Psicología Clínica,8828,Walter Gonzalo Corbo Correa,Instituto de Psicología Clínica,12
Estimulación e hiperestimulación en el desarrollo infantil”,15/09/2015,Monografía,8785,Daniela Carolina Diaz Santos,Instituto de Psicología de la Salud,8941,Maria Josefa Pimienta Fernandez,Instituto de Psicología de la Salud,10
La maternidad de la sociedad patriarcal: una construcción social alienante,15/09/2015,Monografía,8728,Alejandra Lopez Gomez,Instituto de Psicología de la Salud,9482,Maria Carolina Farias Rodriguez,Instituto de Psicología de la Salud,8
Vivencias y concepciones de los funcionarios de INAU en relación al Cuidado hacia adolescentes varones: Estudio de caso de un hogar de amparo de INAU.,15/09/2015,Pre-proyecto de investigación,8785,Daniela Carolina Diaz Santos,Instituto de Psicología de la Salud,8941,Maria Josefa Pimienta Fernandez,Instituto de Psicología de la Salud,10
Las fallas en la estructuración psíquica del niño con dificultades de aprendizaje,15/09/2015,Monografía,8801,Elika Capnikas Nemirovsky,Instituto de Psicologìa Clínica,8860,Evelina Kahan Kruchik,Instituto de Psicologìa de la Salud,11
Prácticas de cuidado infantil y sensibilidad paterna en relación a las representaciones sociales de paternidad subyacentes,15/09/2015,Pre-proyecto de investigación,9004,Veronica Silvia Cambon Mihalfi,"Instituto de Psicología, Educación y Desarrollo Humano",8809,Andrea Jimena Viera Gomez,Instituto de Psicología Clínica,11
Violencia policial hacia adolescentes del Cerro que usan los espacios públicos de la zona,15/09/2015,Pre-proyecto de investigación,9458,Raquel Galeotti,Instituto de Psicología de la Salud,8751,Jose Eduardo Viera Paparamborda,"Instituto de Psicología, Educación y Desarrollo Humano",7
Aspectos psicológicos en la atención a la embarazada en los Centros Caif de Montevidoe,15/09/2015,Pre-proyecto de investigación,8941,Maria Josefa Pimienta Fernandez,Instituto de Psicología de la Salud,8785,Daniela Carolina Diaz Santos,Instituto de Psicología de la Salud,10
El cuerpo en el niño con SDAH. Una mirada psicoanalítica,15/09/2015,Pre-proyecto de investigación,8801,Elika Capnikas Nemirovsky,Instituto de Psicología Clínica,8809,Evelina Kahan Kruchik,Instituto de Psicología Clínica,11
¿Menores peligrosos o en peligro?,15/09/2015,Monografía,8860,Jose Eduardo Viera Paparamborda,Instituto de Psicología de la Salud,9458,Raquel Galeotti,Instituto de Psicología de la Salud,7
Percepciones sobre los tratamientos psicoterapéuticos desde la perspectiva de usuarios de servicios de Salud con diagnóstico de depresión,16/09/2015,Pre-proyecto de investigación,8749,Andrea Clara Bielli Pallela,Instituto de Psicología Clínica,8942,Maria Pilar Bacci Mañaricua,Instituto de Psicología Clínica,11
Transgéneros: Masculinidad alternativa y su vinculación con el sistema de salud,16/09/2015,Pre-proyecto de investigación,8860,Jose Eduardo Viera Paparamborda,Instituto de Psicología de la Salud,8825,Pablo Adrián López Gómez,Instituto de Psicología Clínica,5
Psicosis -Infancia,16/09/2015,Monografía,8888,Lourdes Susana Salvo Sosa,Instituto de Psicología Clínica,8964,Gabriela Prieto Loureiro,Instituto de Psicología de la Salud,9
Miedo al delito...¿Una herramienta de control social?,16/09/2015,Monografía,8860,Jose Eduardo Viera Paparamborda,Instituto de Psicología de la Salud,8763,Carlos Parafita,Instituto de Psicología de la Salud,11
Proceso de simbolización en la infancia: estudio de un caso,17/09/2015,Otro,8734,Alicia Maria Kachinovsky Melgar,Instituto de Psicología Clínica,8970,Paula Soledad Achard Brito Del Pino,Instituto de Psicología Clínica,10
El amigo imaginario,17/09/2015,Otro,8734,Alicia Maria Kachinovsky Melgar,Instituto de Psicología Clínica,8801,Elika Capnikas Nemirovsky,Instituto de Psicología Clínica,10
Reinserción laboral en mujeres usuarias del Hogar Millán (Plataforma Cooperativa MIDES-PASC),17/09/2015,Pre-proyecto de investigación,8845,Irene Graciela Barros Vieitez,Instituto de Psicología Clínica,8777,Clara Alicia Netto Soares Netto,Instituto de Psicologìa Social,11
Cuando la mujer permanece en un vínculo de pareja violento ¿Por qué?.,17/09/2015,Monografía,8821,Gabriela Lilian Bruno Camares,Instituto de Psicología Clínica,8828,Walter Gonzalo Corbo Correa,Instituto de Psicología Clínica,9
El útero como representante somático de la incompletud psíquica femenina,17/09/2015,Monografía,8885,Lisandro Heber Vales Motta,Instituto de Fundamentos y Métodos en Psicología,8828,Walter Gonzalo Corbo Correa,Instituto de Psicología Clínica,11
Radio en fuga. La construcción de documentos y archivos en una radio  universitaria,17/09/2015,Monografía,8769,Laura Cecilia Baroni Piedra Buena,"Instituto de Psicología, Educación y Desarrollo Humano",8855,Jorge Alvaro Chavez Bidart,Instituto de Fundamentos y Métodos en Psicología,9
Rita se encarga de los gurises. Con los padres que hacemos? Sobre las políticas públicas que contemplan a la familia en su función de sostén de niños con TDAH,17/09/2015,Monografía,8912,Maria Julia Perea Negreira,Instituto de Psicologìa Social,8866,Julia Beatriz Tabo Vazquez,Instituto de Psicología Clínica,9
Hacia un modelo Integral en Salud Mental. Desafios y realidades de una transición actual,17/09/2015,Monografía,8769,Laura Cecilia Baroni Piedra Buena,"Instituto de Psicología, Educación y Desarrollo Humano",8838,Jose Guillermo Milan Ramos,Instituto de Psicología Clínica,9
Cuidados en la primera infancia para el pleno desarrollo integral del niño en Uruguay,17/09/2015,Monografía,8905,Maria Alejandra Arias Lozano,Instituto de Psicología de la Salud,9006,Victor Alberto Giorgi Gomez,Instituto de Psicología de la Salud,10
"Que percepciones tienen los adolescentes escolarizados entre 13 y 17 años de la Ciudad de Florida sobre los riesgos biológicos, psicológicos y sociales del consumo de alcohol?",17/09/2015,Pre-proyecto de investigación,8912,Maria Julia Perea Negreira,Instituto de Psicologìa Social,8740,Ana Carina Rodriguez Dos Santos,Instituto de Psicologìa Social,11
Efectos de la intervención a través del juego en el tratamiento oncológico de niños de la Fundación Pérez Scremini,17/09/2015,Pre-proyecto de investigación,8939,Maria Panizza,Instituto de Psicologìa de la Salud,8955,Maria Josefa Pimienta Fernandez,Instituto de Psicologìa Social,9
Familia y consumo problemático de drogas,17/09/2015,Monografía,8967,Patricia Beatriz De La Cuesta Dossetti,Instituto de Psicología Clínica,8941,Nicolas Diego Rodriguez Gonzalez,Instituto de Psicología de la Salud,12
"Explotación sexual comercial de niños, niñas y adolescentes en situación de calle, consideraciones desde una perspectiva de derechos.",17/09/2015,Monografía,8763,Carlos Parafita,Instituto de Psicología de la Salud,8941,Maria Josefa Pimienta Fernandez,Instituto de Psicología de la Salud,12
"Identidad/Alteridad, Lenguas y Procesos Migratorios.",17/09/2015,Monografía,8868,Karina Veronica Boggio Paredes,Instituto de Fundamentos y Métodos en Psicología,8719,Adriana Beatriz Molas De La Quintana,Instituto de Fundamentos y Métodos en Psicología,12
Aspectos Psicológicos en la atención a la embarazada en los centros CAIF de Montevideo,17/09/2015,Pre-proyecto de investigación,8941,Maria Josefa Pimienta Fernandez,Instituto de Psicología de la Salud,8833,Maria Carolina Farias Rodriguez,Instituto de Psicología de la Salud,12
La intervención de los Payasos de Hospital y su incidencia para generar y/o fortalecer el proceso de resiliencia en niños con diagnóstico oncológico que se encuentran hospitalizados,17/09/2015,Pre-proyecto de investigación,8939,Maria Panizza,Instituto de Psicología de la Salud,9482,Graciela Ines Loarche Guerra,Instituto de Psicología de la Salud,12
Trabajo a domicilio y monomarentalidad,18/09/2015,Monografía,8776,Clara Elizabeth Weisz Kohn,Instituto de Fundamentos y Métodos en Psicología,9001,Sylvia Norma Montañez Fierro,Instituto de Fundamentos y Métodos en Psicología,10
Herramientas de mediación artística en procesos educativos,18/09/2015,Monografía,9001,Sylvia Norma Montañez Fierro,Instituto de Fundamentos y Métodos en Psicología,9010,Virginia Masse Fagundez,Instituto de Fundamentos y Métodos en Psicología,11
Relación entre las dificultades del mundo del trabajo y el proceso de salud-enfermedad en mujeres jefas de hogar.,18/09/2015,Pre-proyecto de investigación,8776,Clara Elizabeth Weisz Kohn,Instituto de Fundamentos y Métodos en Psicología,9010,Sylvia Norma Montañez Fierro,Instituto de Fundamentos y Métodos en Psicología,10
ADOPCIÓN INTERRACIAL. La construcción de identidad de afrodescendientes adoptados por padres no afro en el Uruguay.,18/09/2015,Pre-proyecto de investigación,8935,Monica Elizabeth Olaza Lopez,Instituto de Fundamentos y Métodos en Psicología,9001,Virginia Masse Fagundez,Instituto de Fundamentos y Métodos en Psicología,11
Transferencia con padres en la clínica psicoanalítica con niños,18/09/2015,Monografía,8821,Gabriela Lilian Bruno Camares,Instituto de Psicología Clínica,9240,Veronica Perez Horvath,Instituto de Psicología Clínica,10
Edipo de cuatro términos a la luz de un caso clínico,18/09/2015,Monografía,8779,Claudia Martinez Olhagaray,Instituto de Psicología Clínica,8885,Lisandro Heber Vales Motta,Instituto de Fundamentos y Métodos en Psicología,12
Quehacer del psicólogo en el marco del Ministerio de Desarrollo Social en Montevideo,18/09/2015,Pre-proyecto de investigación,8763,Carlos Parafita,Instituto de Psicología de la Salud,8912,Maria Julia Perea Negreira,Instituto de Psicologìa Social,10
Intervención comunitaria en una cooperativa social. Sistematización de la experiencia,21/09/2015,Monografía,8955,Nicolas Diego Rodriguez Gonzalez,Instituto de Psicologìa Social,8735,Alicia Isabel Migliaro Gonzalez,Instituto de Psicología Social,10
Contratransferencia. ¿Obstáculo o instrumento?,21/09/2015,Monografía,8978,Rosa Catalina Zytner Tessler,Instituto de Psicología Clínica,8986,Sandra Gabriela Falero Pereira,Instituto de Psicología Clínica,9
Factores psicosociales de riesgo en trabajadores afrodescendientes,21/09/2015,Pre-proyecto de investigación,8935,Monica Elizabeth Olaza Lopez,Instituto de Fundamentos y Métodos en Psicología,8887,Lorena Funcasta Duce,Instituto de Psicologìa Social,8
Burnout y estrés en auxiliares de enfermería que trabajan con pacientes oncológicos,21/09/2015,Pre-proyecto de investigación,8743,Ana Luz Protesoni Vitancurt,Instituto de Psicología Clínica,8953,Maria Nelly Rodriguez Ricciuto,Instituto de Psicología Clínica,9
Duelo y Narcisismo. Los aspectos Narcisistas que se manifiestan en los procesos de Duelo.,21/09/2015,Monografía,8942,Maria Pilar Bacci Mañaricua,Instituto de Psicología Clínica,8828,Walter Gonzalo Corbo Correa,Instituto de Psicología Clínica,11
